Engine_ID,Predicted_RUL,Actual_RUL,Alert
1146,171.49036,164,NO
1147,15.541382,17,YES
1148,102.793365,72,NO
1149,141.332,158,NO
1150,65.097855,68,NO
1151,116.84551,102,NO
1152,171.42892,224,NO
1153,164.6745,174,NO
1154,116.26138,78,NO
1155,149.38016,86,NO
1156,80.57334,85,NO
1157,160.07892,157,NO
1158,167.6207,175,NO
1159,41.916733,40,NO
1160,6.92999,12,YES
1161,134.9884,160,NO
1162,140.92947,115,NO
1163,135.92638,123,NO
1164,145.37851,144,NO
1165,140.98804,121,NO
1166,75.49494,79,NO
1167,160.47809,162,NO
1168,101.94213,93,NO
1169,137.27776,153,NO
1170,35.94585,26,NO
1171,167.29005,199,NO
1172,106.760765,92,NO
1173,36.75192,38,NO
1174,22.784887,22,NO
1175,81.770706,66,NO
1176,31.297602,30,NO
1177,61.096096,63,NO
1178,52.435688,61,NO
1179,132.05707,158,NO
1180,99.91161,82,NO
1181,135.03271,122,NO
1182,95.29493,89,NO
1183,17.89559,20,YES
1184,169.91779,166,NO
1185,86.66932,62,NO
1186,166.86365,199,NO
1187,171.46132,323,NO
1188,4.9688463,5,YES
1189,1.2947626,2,YES
1190,25.94337,46,NO
1191,1.7020788,3,YES
1192,61.592976,57,NO
1193,169.37596,215,NO
1194,141.86047,116,NO
1195,147.33063,113,NO
1196,67.94682,52,NO
1197,131.20435,139,NO
1198,102.61486,98,NO
1199,164.7622,142,NO
1200,37.46346,26,NO
1201,140.51016,194,NO
1202,38.28433,43,NO
1203,152.78683,176,NO
1204,168.28769,131,NO
1205,120.9457,108,NO
1206,161.1242,135,NO
1207,139.74272,144,NO
1208,169.91684,245,NO
1209,165.73578,159,NO
1210,171.03677,196,NO
1211,49.328472,32,NO
1212,141.13638,177,NO
1213,93.03066,75,NO
1214,98.76598,64,NO
1215,44.122097,42,NO
1216,141.57578,124,NO
1217,153.16168,148,NO
1218,105.774704,106,NO
1219,14.732805,19,YES
1220,158.42105,256,NO
1221,21.152319,19,NO
1222,24.329294,20,NO
1223,165.482,149,NO
1224,107.34432,79,NO
1225,147.59601,160,NO
1226,117.99682,90,NO
1227,40.172413,40,NO
1228,66.76907,74,NO
1229,152.59686,109,NO
1230,171.41272,117,NO
1231,115.419174,101,NO
1232,26.678255,38,NO
1233,12.416784,7,YES
1234,100.824394,131,NO
1235,54.070866,53,NO
1236,25.627157,23,NO
1237,150.03163,103,NO
1238,47.08981,39,NO
1239,162.26236,154,NO
1240,27.465454,29,NO
1241,20.399233,17,NO
1242,33.762215,34,NO
1243,73.56789,66,NO
1244,96.35793,99,NO
1245,120.89024,76,NO
1246,143.18953,125,NO
1247,158.14453,145,NO
1248,125.52822,87,NO
1249,4.7153654,9,YES
1250,132.94144,90,NO
1251,113.57508,145,NO
1252,3.1208978,1,YES
1253,170.16573,102,NO
1254,95.10999,76,NO
1255,170.86606,241,NO
1256,114.174706,160,NO
1257,138.27472,141,NO
1258,34.576916,33,NO
1259,66.43276,50,NO
1260,103.95434,75,NO
1261,40.971207,48,NO
1262,100.486465,109,NO
1263,18.467058,17,YES
1264,84.41165,72,NO
1265,21.820295,17,NO
1266,54.802715,47,NO
1267,107.08841,98,NO
1268,10.6807575,9,YES
1269,115.90116,147,NO
1270,3.9458597,4,YES
1271,60.927216,41,NO
1272,86.94558,87,NO
1273,15.124109,26,YES
1274,66.53238,61,NO
1275,65.24081,61,NO
1276,148.58734,121,NO
1277,53.116314,34,NO
1278,169.00374,161,NO
1279,165.23834,154,NO
1280,75.224266,112,NO
1281,117.778984,95,NO
1282,44.902355,31,NO
1283,21.401922,14,NO
1284,135.37503,97,NO
1285,51.143673,49,NO
1286,20.672564,29,NO
1287,74.72068,71,NO
1288,163.22803,197,NO
1289,148.16873,125,NO
1290,44.99519,42,NO
1291,36.665623,33,NO
1292,65.5656,57,NO
1293,140.50484,110,NO
1294,146.91995,81,NO
1295,22.473974,15,NO
1296,162.55789,125,NO
1297,167.29974,157,NO
1298,-2.6805212,0,YES
1299,17.29193,17,YES
1300,92.49685,70,NO
1301,48.69339,44,NO
1302,47.093906,36,NO
1303,163.73087,163,NO
1304,150.65775,202,NO
1305,2.8631065,8,YES
1306,161.44978,122,NO
1307,143.31511,180,NO
1308,99.455086,79,NO
1309,152.00247,199,NO
1310,23.498083,24,NO
1311,171.52255,139,NO
1312,66.546425,62,NO
1313,23.751238,32,NO
1314,118.6843,124,NO
1315,48.56625,30,NO
1316,144.83463,143,NO
1317,10.66073,11,YES
1318,77.53159,87,NO
1319,16.739857,20,YES
1320,114.754265,102,NO
1321,137.10368,96,NO
1322,5.264103,4,YES
1323,142.99146,148,NO
1324,171.503,165,NO
1325,17.874418,15,YES
1326,53.77481,58,NO
1327,46.683697,54,NO
1328,155.38367,219,NO
1329,11.241731,9,YES
1330,171.19124,151,NO
1331,89.98142,107,NO
1332,115.71905,134,NO
1333,45.556393,43,NO
1334,42.754253,63,NO
1335,165.92374,142,NO
1336,10.337735,13,YES
1337,80.667564,77,NO
1338,83.008415,84,NO
1339,23.258469,31,NO
1340,26.029543,32,NO
1341,127.07536,143,NO
1342,13.521895,15,YES
1343,120.964134,135,NO
1344,15.4405575,15,YES
1345,36.47227,39,NO
1346,124.0172,157,NO
1347,20.937517,24,NO
1348,128.54993,135,NO
1349,169.67596,248,NO
1350,162.22404,174,NO
1351,156.22989,175,NO
1352,93.841255,79,NO
1353,11.074929,21,YES
1354,89.78832,90,NO
1355,15.679426,12,YES
1356,149.22598,179,NO
1357,158.99533,221,NO
1358,60.68444,50,NO
1359,163.6083,141,NO
1360,29.633732,34,NO
1361,76.744255,72,NO
1362,139.54204,112,NO
1363,83.3115,94,NO
1364,82.05074,89,NO
1365,71.4407,80,NO
1366,128.44681,137,NO
1367,3.7413118,0,YES
1368,119.18301,88,NO
1369,167.51353,110,NO
1370,2.6414344,9,YES
1371,84.29624,66,NO
1372,138.85855,157,NO
1373,171.47241,198,NO
1374,171.39473,245,NO
1375,28.277044,28,NO
1376,159.45328,198,NO
1377,170.94547,202,NO
1378,45.507656,38,NO
1379,84.99186,96,NO
1380,4.980221,5,YES
1381,165.34894,133,NO
1382,139.37927,165,NO
1383,141.75919,79,NO
1384,66.980064,49,NO
1385,20.924273,28,NO
1386,16.7894,16,YES
1387,16.113636,15,YES
1388,169.57147,91,NO
1389,132.62979,82,NO
1390,48.2338,48,NO
1391,138.67683,125,NO
1392,114.64653,124,NO
1393,6.32158,12,YES
1394,71.13477,72,NO
1395,170.53198,148,NO
1396,56.27853,53,NO
1397,169.66846,238,NO
1398,36.021,40,NO
1399,136.78702,149,NO
1400,169.41785,153,NO
1401,123.65496,90,NO
1402,53.196606,39,NO
1403,168.55225,159,NO
1404,132.92453,110,NO
1405,11.41642,11,YES
1406,82.149376,94,NO
1407,120.63552,127,NO
1408,88.579704,78,NO
1409,9.708193,10,YES
1410,150.86725,191,NO
1411,31.772425,27,NO
1412,20.504705,34,NO
1413,37.0455,33,NO
1414,91.58318,118,NO
1415,170.79523,171,NO
1416,89.26084,63,NO
1417,142.48547,106,NO
1418,23.08597,28,NO
1419,167.76463,106,NO
1420,118.064964,86,NO
1421,89.15975,87,NO
1422,153.70656,122,NO
1423,79.92953,83,NO
1424,35.91026,32,NO
1425,157.87204,118,NO
1426,82.27485,83,NO
1427,55.783913,54,NO
1428,1.2133858,1,YES
1429,171.46861,181,NO
1430,57.39983,51,NO
1431,53.336964,44,NO
1432,30.323252,40,NO
1433,20.401726,17,NO
1434,74.22991,75,NO
1435,133.33148,110,NO
1436,28.7314,23,NO
1437,46.257904,41,NO
1438,88.08154,81,NO
1439,92.43423,134,NO
1440,100.45096,71,NO
1441,134.95998,86,NO
1442,164.84628,160,NO
1443,43.620518,47,NO
1444,35.824406,40,NO
1445,165.23566,217,NO
1446,26.258928,37,NO
1447,66.489395,67,NO
1448,94.03574,87,NO
1449,82.46222,52,NO
1450,17.045252,16,YES
1451,74.1395,73,NO
1452,103.40952,99,NO
1453,13.534028,15,YES
1454,97.246155,103,NO
1455,170.05424,279,NO
1456,36.323875,32,NO
1457,110.31659,91,NO
1458,34.114315,32,NO
1459,100.25052,106,NO
1460,51.184196,49,NO
1461,116.08028,90,NO
1462,0.45637798,2,YES
1463,1.3700292,0,YES
1464,102.69096,76,NO
1465,38.59233,37,NO
1466,100.47769,88,NO
1467,12.010872,24,YES
1468,34.970604,35,NO
1469,166.84805,140,NO
1470,137.89836,150,NO
1471,9.080996,16,YES
1472,8.487602,15,YES
1473,115.48304,129,NO
1474,49.283695,52,NO
1475,77.89768,92,NO
1476,154.7414,77,NO
1477,49.61204,55,NO
1478,119.47519,115,NO
1479,51.16595,49,NO
1480,53.03815,48,NO
1481,30.644077,23,NO
1482,94.879814,115,NO
1483,80.12732,87,NO
1484,61.819702,67,NO
1485,157.35515,198,NO
1486,35.759045,40,NO
1487,51.369526,60,NO
1488,48.79407,48,NO
1489,171.25838,206,NO
1490,136.22536,154,NO
1491,115.95872,83,NO
1492,159.32219,127,NO
1493,57.98387,52,NO
1494,18.05394,14,YES
1495,99.44087,101,NO
1496,89.43773,90,NO
1497,92.423256,86,NO
1498,168.5589,135,NO
1499,-0.7138035,2,YES
1500,81.261375,68,NO
1501,42.08904,38,NO
1502,126.80142,85,NO
1503,69.53956,60,NO
1504,84.4604,77,NO
1505,-2.0332415,1,YES
1506,141.8787,102,NO
1507,2.722944,10,YES
1508,126.378746,95,NO
1509,2.8105965,1,YES
1510,171.51292,158,NO
1511,31.979172,37,NO
1512,37.789654,32,NO
1513,69.680016,83,NO
1514,99.14682,108,NO
1515,163.92596,200,NO
1516,5.78796,1,YES
1517,158.16354,196,NO
1518,47.809406,51,NO
1519,73.24865,69,NO
1520,11.622645,16,YES
1521,104.96766,101,NO
1522,36.21414,31,NO
1523,130.80525,164,NO
1524,168.07846,138,NO
1525,5.0986423,7,YES
1526,97.63999,80,NO
1527,3.2663145,4,YES
1528,170.89697,131,NO
1529,161.67963,111,NO
1530,92.40542,109,NO
1531,26.783949,25,NO
1532,170.8551,224,NO
1533,24.911875,22,NO
1534,21.251074,35,NO
1535,34.66157,28,NO
1536,56.46234,54,NO
1537,37.480305,27,NO
1538,168.56314,159,NO
1539,158.03355,178,NO
1540,42.438095,31,NO
1541,14.828236,14,YES
1542,0.22600126,5,YES
1543,86.74147,94,NO
1544,137.6385,159,NO
1545,162.56677,164,NO
1546,155.8379,131,NO
1547,155.69669,94,NO
1548,54.114307,48,NO
1549,45.45241,30,NO
1550,136.35434,130,NO
1551,150.32088,108,NO
1552,35.786396,46,NO
1553,65.801025,69,NO
1554,61.286144,55,NO
1555,88.49168,105,NO
1556,80.08001,67,NO
1557,152.57901,105,NO
1558,157.24637,174,NO
1559,164.64206,130,NO
1560,171.51396,235,NO
1561,164.79541,132,NO
1562,63.430218,54,NO
1563,109.50068,95,NO
1564,82.82516,63,NO
1565,48.46194,38,NO
1566,5.472421,10,YES
1567,60.90138,70,NO
1568,6.6976185,9,YES
1569,171.4173,144,NO
1570,38.564304,32,NO
1571,116.10874,78,NO
1572,51.611465,34,NO
1573,38.753212,37,NO
1574,0.44318795,1,YES
1575,11.916065,25,YES
1576,16.702223,26,YES
1577,65.41093,69,NO
1578,170.13046,221,NO
1579,114.92158,84,NO
1580,170.54071,155,NO
1581,171.02861,216,NO
1582,92.95939,104,NO
1583,0.88954854,0,YES
1584,130.87738,136,NO
1585,152.1441,146,NO
1586,44.799557,49,NO
1587,39.94841,41,NO
1588,117.73066,112,NO
1589,130.49579,90,NO
1590,140.94489,120,NO
1591,125.69649,101,NO
1592,108.381714,97,NO
1593,6.8797674,6,YES
1594,27.727928,28,NO
1595,166.99045,163,NO
1596,139.61942,103,NO
1597,3.0421236,9,YES
1598,138.0508,115,NO
1599,14.4275255,15,YES
1600,104.70978,130,NO
1601,137.19409,95,NO
1602,165.73915,131,NO
1603,130.79973,93,NO
1604,38.32607,33,NO
1605,89.56982,77,NO
1606,117.63955,88,NO
1607,109.640114,131,NO
1608,111.539345,87,NO
1609,143.0218,126,NO
1610,96.239876,85,NO
1611,163.87561,152,NO
1612,164.23035,235,NO
1613,171.31845,104,NO
1614,168.59265,110,NO
1615,145.12836,146,NO
1616,102.31835,84,NO
1617,-0.1378181,3,YES
1618,158.48862,166,NO
1619,77.841095,70,NO
1620,26.633036,24,NO
1621,140.60663,145,NO
1622,15.343221,14,YES
1623,171.48912,134,NO
1624,148.70993,150,NO
1625,82.485306,65,NO
1626,16.803652,19,YES
1627,165.42354,219,NO
1628,113.55012,79,NO
1629,103.49027,77,NO
1630,90.165436,76,NO
1631,143.10269,121,NO
1632,43.29729,30,NO
1633,87.61671,95,NO
1634,171.45697,199,NO
1635,53.7721,47,NO
1636,53.48001,59,NO
1637,8.076806,9,YES
1638,25.252672,26,NO
1639,166.01103,231,NO
1640,93.608025,92,NO
1641,114.79698,115,NO
1642,167.93217,145,NO
1643,117.076836,110,NO
1644,110.08213,120,NO
1645,171.46477,157,NO
1646,135.51974,99,NO
1647,170.9405,106,NO
1648,103.92011,76,NO
1649,32.030907,30,NO
1650,46.709534,34,NO
1651,114.5479,94,NO
1652,55.07632,46,NO
1653,94.14652,108,NO
1654,171.17761,140,NO
1655,119.700905,150,NO
1656,29.410406,23,NO
1657,26.84955,26,NO
1658,5.706538,7,YES
1659,99.18315,109,NO
1660,56.83239,52,NO
1661,68.81648,83,NO
1662,101.8833,78,NO
1663,143.3843,117,NO
1664,37.845577,38,NO
1665,153.93375,102,NO
1666,102.95104,66,NO
1667,56.103863,40,NO
1668,150.21172,156,NO
1669,108.36874,85,NO
1670,111.748955,83,NO
1671,166.73286,129,NO
1672,151.04916,136,NO
1673,118.35421,84,NO
1674,158.13678,172,NO
1675,153.56592,125,NO
1676,171.38391,119,NO
1677,84.51114,94,NO
1678,85.78334,48,NO
1679,165.80403,143,NO
1680,56.788242,42,NO
1681,166.64209,103,NO
1682,83.69727,68,NO
1683,88.31505,103,NO
1684,102.53872,114,NO
1685,97.36023,77,NO
1686,46.456814,54,NO
1687,171.06993,257,NO
1688,128.63147,115,NO
1689,69.45414,74,NO
1690,157.72493,137,NO
1691,69.57346,72,NO
1692,30.656536,25,NO
1693,146.57516,190,NO
1694,116.82072,136,NO
1695,58.255486,44,NO
1696,115.10771,91,NO
1697,40.686146,31,NO
1698,118.77562,129,NO
1699,5.7224245,6,YES
1700,44.57663,47,NO
1701,101.101234,64,NO
1702,108.06837,122,NO
1703,123.203804,96,NO
1704,47.210182,52,NO
1705,158.31305,99,NO
1706,-0.3947444,2,YES
1707,150.2799,151,NO
1708,14.677495,28,YES
1709,171.43011,252,NO
1710,96.43484,92,NO
1711,43.825428,46,NO
1712,134.10559,137,NO
1713,77.577225,82,NO
1714,99.34518,108,NO
1715,123.41392,119,NO
1716,67.13535,77,NO
1717,126.13261,84,NO
1718,59.280407,53,NO
1719,66.77191,64,NO
1720,76.51911,53,NO
1721,156.74768,165,NO
1722,37.58181,44,NO
1723,170.27214,129,NO
1724,135.91524,123,NO
1725,161.79832,195,NO
1726,6.9804926,5,YES
1727,40.82017,40,NO
1728,154.91788,152,NO
1729,116.54258,75,NO
1730,131.56506,162,NO
1731,167.25008,239,NO
1732,92.69315,63,NO
1733,89.69651,77,NO
1734,146.83817,149,NO
1735,97.71576,97,NO
1736,53.82972,57,NO
1737,48.0903,49,NO
1738,12.291962,14,YES
1739,22.191866,32,NO
1740,136.18436,138,NO
1741,58.211857,53,NO
1742,159.7562,163,NO
1743,33.225792,35,NO
1744,139.57417,129,NO
1745,2.6641562,2,YES
1746,70.992584,81,NO
1747,10.313152,9,YES
1748,44.181507,51,NO
1749,86.23409,75,NO
1750,-0.26328135,1,YES
1751,135.38664,111,NO
1752,100.729195,81,NO
1753,154.43958,112,NO
1754,108.95653,82,NO
1755,26.18706,27,NO
1756,15.093776,26,YES
1757,137.08188,125,NO
1758,163.87561,210,NO
1759,153.54805,123,NO
1760,109.382576,127,NO
1761,40.132442,40,NO
1762,65.22565,69,NO
1763,57.83494,32,NO
1764,115.57289,105,NO
1765,107.181984,66,NO
1766,157.82443,131,NO
1767,53.869907,43,NO
1768,14.085563,13,YES
1769,47.98852,67,NO
1770,158.83408,134,NO
1771,42.752514,67,NO
1772,54.25532,36,NO
1773,76.3426,57,NO
1774,121.19471,102,NO
1775,78.89305,83,NO
1776,0.9873278,1,YES
1777,171.18768,193,NO
1778,106.11268,101,NO
1779,64.3738,55,NO
1780,171.452,175,NO
1781,92.22696,81,NO
1782,164.085,170,NO
1783,59.553654,66,NO
1784,166.22269,215,NO
1785,18.046553,23,YES
1786,142.53778,163,NO
1787,47.197643,52,NO
1788,6.353407,8,YES
1789,64.387825,81,NO
1790,28.982538,32,NO
1791,6.8174105,11,YES
1792,47.742924,61,NO
1793,154.975,110,NO
1794,75.37208,75,NO
1795,135.66193,157,NO
1796,19.188107,13,YES
1797,54.423374,47,NO
1798,62.715324,49,NO
1799,171.40408,201,NO
1800,68.27334,68,NO
1801,133.91148,135,NO
1802,79.97818,56,NO
1803,85.35041,107,NO
1804,116.53295,119,NO
1805,169.94186,162,NO
1806,161.29138,151,NO
1807,98.352684,94,NO
1808,96.01448,117,NO
1809,171.47444,156,NO
1810,4.3115587,3,YES
1811,158.02966,166,NO
1812,86.93583,100,NO
1813,170.68893,162,NO
1814,81.12441,67,NO
1815,118.89034,105,NO
1816,18.395681,24,YES
1817,88.67291,68,NO
1818,27.213861,28,NO
1819,30.45275,27,NO
1820,89.33234,88,NO
1821,167.89235,159,NO
1822,171.48134,198,NO
1823,165.7071,237,NO
1824,97.317474,61,NO
1825,4.555399,8,YES
1826,79.53458,101,NO
1827,27.638037,16,NO
1828,171.41034,215,NO
1829,49.409172,50,NO
1830,170.22076,223,NO
1831,129.15065,87,NO
1832,159.4371,146,NO
1833,132.13055,115,NO
1834,125.267784,168,NO
1835,91.801636,97,NO
1836,8.175521,14,YES
1837,62.633595,58,NO
1838,132.21494,165,NO
1839,127.44154,104,NO
1840,145.29648,187,NO
1841,4.1977844,5,YES
1842,171.45663,131,NO
1843,137.02844,93,NO
1844,44.218647,46,NO
1845,2.6078506,2,YES
1846,13.713873,12,YES
1847,33.953648,27,NO
1848,171.38351,219,NO
1849,17.632156,18,YES
1850,18.256727,17,YES
1851,0.76760864,5,YES
1852,166.87453,166,NO
1853,46.515667,34,NO
1854,88.4968,97,NO
1855,51.358685,43,NO
1856,18.103712,14,YES
1857,140.57932,101,NO
1858,28.19377,29,NO
1859,80.19988,87,NO
1860,126.992584,106,NO
1861,-2.3972356,1,YES
1862,47.204983,60,NO
1863,168.08221,163,NO
1864,171.46652,154,NO
1865,171.45232,159,NO
1866,145.74945,131,NO
1867,164.16219,106,NO
1868,86.582954,53,NO
1869,164.28499,178,NO
1870,155.35913,218,NO
1871,124.37316,153,NO
1872,78.04626,88,NO
1873,12.648146,11,YES
1874,159.8989,97,NO
1875,116.08935,77,NO
1876,170.49385,100,NO
1877,68.5997,73,NO
1878,66.81023,74,NO
1879,104.70556,125,NO
1880,135.38673,101,NO
1881,28.893879,31,NO
1882,113.830956,68,NO
1883,82.07418,86,NO
1884,119.52946,132,NO
1885,96.96207,112,NO
1886,153.53757,90,NO
1887,127.564186,106,NO
1888,6.4800215,17,YES
1889,149.94615,152,NO
1890,126.022156,152,NO
1891,8.724976,13,YES
1892,140.37408,112,NO
1893,5.3347483,9,YES
1894,114.18261,81,NO
1895,171.44371,186,NO
1896,140.12402,208,NO
1897,139.22327,146,NO
1898,31.283487,29,NO
1899,143.55356,148,NO
1900,99.44648,96,NO
1901,139.97482,167,NO
1902,33.954247,22,NO
1903,171.1026,195,NO
1904,14.550785,17,YES
1905,167.22684,226,NO
1906,47.15743,51,NO
1907,107.98817,114,NO
1908,5.1136456,6,YES
1909,142.91658,162,NO
1910,131.23376,116,NO
1911,41.83501,36,NO
1912,163.94232,150,NO
1913,71.82976,120,NO
1914,98.15149,104,NO
1915,129.71703,135,NO
1916,82.3375,77,NO
1917,158.34311,253,NO
1918,163.3715,157,NO
1919,139.85342,114,NO
1920,41.883015,44,NO
1921,171.39221,192,NO
1922,112.34889,120,NO
1923,89.45937,87,NO
1924,18.892597,20,YES
1925,33.323635,35,NO
1926,66.26397,56,NO
1927,42.39095,34,NO
1928,104.99404,128,NO
1929,51.531452,47,NO
1930,135.36815,132,NO
1931,111.88163,113,NO
1932,14.006241,13,YES
1933,32.40606,39,NO
1934,0.553015,4,YES
1935,55.050877,62,NO
1936,152.11044,160,NO
1937,116.5201,128,NO
1938,80.97909,68,NO
1939,171.40625,171,NO
1940,14.4131775,23,YES
1941,142.64935,90,NO
1942,44.778107,61,NO
1943,42.817608,44,NO
1944,166.74101,90,NO
1945,171.49443,178,NO
1946,152.58124,86,NO
1947,61.33287,51,NO
1948,88.32232,92,NO
1949,78.53574,85,NO
1950,102.90983,60,NO
1951,19.61127,19,YES
1952,161.29153,152,NO
1953,160.3523,128,NO
1954,5.7845354,7,YES
1955,74.54478,70,NO
1956,50.467464,43,NO
1957,106.125435,103,NO
1958,86.05331,95,NO
1959,145.54436,94,NO
1960,158.1055,101,NO
1961,171.16669,170,NO
1962,161.53067,175,NO
1963,112.47971,119,NO
1964,166.90643,93,NO
1965,43.59358,43,NO
1966,156.7909,172,NO
1967,67.4246,75,NO
1968,64.3973,47,NO
1969,1.3791182,5,YES
1970,145.80307,162,NO
1971,14.886993,25,YES
1972,82.22172,73,NO
1973,18.196545,12,YES
1974,69.951385,57,NO
1975,157.9678,123,NO
1976,171.46252,200,NO
1977,148.55972,179,NO
1978,2.543328,1,YES
1979,67.677124,69,NO
1980,152.89995,141,NO
1981,13.258543,22,YES
1982,149.70538,188,NO
1983,163.7865,207,NO
1984,138.06418,158,NO
1985,68.67449,67,NO
1986,100.80532,70,NO
1987,15.435991,16,YES
1988,4.000805,9,YES
1989,118.94493,101,NO
1990,165.15019,129,NO
1991,7.5284233,7,YES
1992,171.11346,136,NO
1993,171.38574,188,NO
1994,9.564106,13,YES
1995,32.70682,39,NO
1996,95.355644,91,NO
1997,50.540684,54,NO
1998,171.49084,225,NO
1999,16.234077,16,YES
2000,163.09607,158,NO
2001,37.340527,30,NO
2002,159.02924,157,NO
2003,5.409647,10,YES
2004,171.5099,151,NO
2005,61.581444,45,NO
2006,106.216934,108,NO
2007,160.15585,97,NO
2008,53.052563,56,NO
2009,88.56651,73,NO
2010,77.131226,75,NO
2011,67.386055,52,NO
2012,121.26286,106,NO
2013,146.96786,137,NO
2014,49.32323,45,NO
2015,43.720562,46,NO
2016,93.4045,61,NO
2017,68.354,112,NO
2018,53.472538,45,NO
2019,0.71447325,2,YES
2020,62.98643,41,NO
2021,36.162212,42,NO
2022,100.76334,116,NO
2023,90.122765,89,NO
2024,78.49741,67,NO
2025,132.43039,122,NO
2026,134.21394,183,NO
2027,170.2427,140,NO
2028,76.179405,95,NO
2029,43.375954,35,NO
2030,62.250973,55,NO
2031,110.53881,88,NO
2032,21.061033,27,NO
2033,70.32288,50,NO
2034,123.73203,99,NO
2035,64.958015,65,NO
2036,171.08237,165,NO
2037,41.059856,39,NO
2038,137.74405,141,NO
2039,100.51707,79,NO
2040,25.749563,22,NO
2041,13.763809,20,YES
2042,123.35345,144,NO
2043,168.20206,238,NO
2044,139.41174,146,NO
2045,10.472906,11,YES
2046,12.567743,10,YES
2047,135.30904,115,NO
2048,97.36277,76,NO
2049,171.2645,180,NO
2050,17.724304,20,YES
2051,9.6914215,13,YES
2052,0.5368924,7,YES
2053,145.62598,147,NO
2054,171.29007,194,NO
2055,13.9600525,19,YES
2056,119.846504,116,NO
2057,155.9361,180,NO
2058,121.6374,122,NO
2059,136.86813,75,NO
2060,142.52707,136,NO
2061,134.77158,102,NO
2062,-1.1805174,1,YES
2063,136.49008,136,NO
2064,145.35112,145,NO
2065,73.31187,59,NO
2066,102.22428,102,NO
2067,115.40187,115,NO
2068,42.048885,48,NO
2069,80.079216,56,NO
2070,123.068306,105,NO
2071,14.348404,16,YES
2072,133.79791,108,NO
2073,147.3667,117,NO
2074,21.92626,23,NO
2075,110.22959,81,NO
2076,171.23526,228,NO
2077,25.682737,31,NO
2078,7.9988384,6,YES
2079,118.68728,110,NO
2080,69.6481,74,NO
2081,6.4582653,7,YES
2082,74.279594,72,NO
2083,84.45615,74,NO
2084,159.28873,129,NO
2085,141.60103,133,NO
2086,48.54058,32,NO
2087,5.946371,5,YES
2088,106.40006,99,NO
2089,38.48927,39,NO
2090,62.289806,73,NO
2091,134.67943,111,NO
2092,121.40216,133,NO
2093,53.526443,57,NO
2094,133.32089,178,NO
2095,127.84484,130,NO
2096,30.45816,30,NO
2097,156.54904,161,NO
2098,133.4852,116,NO
2099,141.15984,148,NO
2100,70.64197,75,NO
2101,76.476555,86,NO
2102,5.1799793,8,YES
2103,161.04375,187,NO
2104,52.52797,56,NO
2105,106.74665,108,NO
2106,171.5032,165,NO
2107,152.0513,131,NO
2108,4.682349,3,YES
2109,24.235842,25,NO
2110,75.11582,64,NO
2111,97.7006,67,NO
2112,5.160138,12,YES
2113,56.74228,62,NO
2114,47.82439,43,NO
2115,154.53741,136,NO
2116,108.65244,115,NO
2117,66.98277,81,NO
2118,168.95943,148,NO
2119,23.022509,28,NO
2120,83.697815,74,NO
2121,124.544685,115,NO
2122,8.003804,13,YES
2123,98.75252,68,NO
2124,21.557955,36,NO
2125,22.82562,25,NO
2126,65.807365,70,NO
2127,96.95356,85,NO
2128,59.230556,67,NO
2129,170.60725,152,NO
2130,51.35492,38,NO
2131,90.52152,105,NO
2132,170.53412,187,NO
2133,170.20117,140,NO
2134,36.68712,40,NO
2135,63.790585,59,NO
2136,56.467926,54,NO
2137,170.51178,177,NO
2138,157.85962,120,NO
2139,147.06201,89,NO
2140,53.956394,43,NO
2141,94.423485,73,NO
2142,171.0349,171,NO
2143,157.88531,140,NO
2144,165.27213,144,NO
2145,118.52871,133,NO
2146,40.229744,50,NO
2147,163.3654,135,NO
2148,170.84668,221,NO
2149,56.133396,52,NO
2150,70.865295,103,NO
2151,149.86996,126,NO
2152,154.40137,183,NO
2153,108.37735,117,NO
2154,113.280396,101,NO
2155,7.5765123,5,YES
2156,26.98335,21,NO
2157,87.06875,77,NO
2158,171.32597,253,NO
2159,128.64069,74,NO
2160,151.04056,165,NO
2161,163.0862,116,NO
2162,12.560889,10,YES
2163,62.95177,62,NO
2164,83.43728,57,NO
2165,21.468885,24,NO
2166,107.99768,84,NO
2167,170.81018,116,NO
2168,101.515076,79,NO
2169,92.54192,122,NO
2170,21.92425,26,NO
2171,92.06513,80,NO
2172,138.4828,128,NO
2173,162.7297,130,NO
2174,23.489433,22,NO
2175,171.501,187,NO
2176,81.77147,95,NO
2177,46.589775,51,NO
2178,32.912724,22,NO
2179,45.40567,48,NO
2180,148.75514,106,NO
2181,19.355562,23,YES
2182,119.53912,87,NO
2183,12.434847,24,YES
2184,171.3161,260,NO
2185,9.118538,15,YES
2186,170.73897,218,NO
2187,84.01891,97,NO
2188,115.771095,85,NO
2189,64.59869,46,NO
2190,48.43528,48,NO
2191,95.313675,110,NO
2192,145.69646,146,NO
2193,121.32603,112,NO
2194,171.4961,145,NO
2195,93.12777,76,NO
2196,41.74854,40,NO
2197,45.832207,37,NO
2198,78.21045,46,NO
2199,104.87757,91,NO
2200,98.417595,116,NO
2201,96.50704,94,NO
2202,135.3514,119,NO
2203,120.55686,106,NO
2204,6.377986,7,YES
2205,56.918865,63,NO
2206,90.85827,71,NO
2207,156.4396,169,NO
2208,120.15734,116,NO
2209,115.70858,111,NO
2210,21.111467,23,NO
2211,171.50438,142,NO
2212,146.09402,117,NO
2213,13.433397,13,YES
2214,60.07916,57,NO
2215,49.230755,42,NO
